target_end_date,target,location,observation
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,5
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,7
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,35
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-18,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-18,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,933
2026-06-18,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,245
2026-06-18,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,238
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,9
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Beni,16
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,259
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,25
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,26
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,7
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,10
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Lita,20
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,7
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,209
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,1
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,26
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,79
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,201
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,5
2026-06-19,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,12
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,42
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,11
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,16
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,3
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,6
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,4
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,89
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,1
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,5
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,7
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,35
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-19,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-19,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,956
2026-06-19,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,247
2026-06-19,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,162
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,14
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Beni,17
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,275
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,27
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,28
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,7
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,10
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,2
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Lita,20
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,7
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,220
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,1
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,26
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,79
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,211
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,5
2026-06-20,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,12
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,44
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,13
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,17
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,3
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,6
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,4
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,91
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,1
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,5
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,7
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,35
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-20,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-20,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,1003
2026-06-20,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,254
2026-06-20,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,201
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,14
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Beni,18
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,285
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,28
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,1
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,31
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,7
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,10
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,3
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Lita,21
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Logo,2
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,11
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,229
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,2
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,2
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,26
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,86
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,215
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,7
2026-06-21,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,12
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,45
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,13
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,19
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,3
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,6
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,5
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,96
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,1
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,2
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,5
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,9
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,36
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-21,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-21,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,1048
2026-06-21,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,267
2026-06-21,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,202
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,14
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Beni,20
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,296
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,28
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,1
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,32
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,7
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,10
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,3
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Lita,24
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Logo,5
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,14
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Miti Murhesa,3
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,237
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,2
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,2
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,30
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,86
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,225
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,8
2026-06-22,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,12
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,48
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,13
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,19
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,3
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,6
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,6
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Mongbwalu,100
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Musienene,1
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,NA,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Nia Nia,2
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Nizi,6
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Nyankunde,9
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Oicha,2
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Rimba,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Rwampara,37
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Tchomia,0
2026-06-22,insp_sitrep__cumulative_confirmed_deaths__daily,Vuhovi,1
2026-06-22,insp_sitrep__national_cumulative_confirmed_cases__daily,DRC,1094
2026-06-22,insp_sitrep__national_cumulative_confirmed_deaths__daily,DRC,277
2026-06-22,insp_sitrep__national_cumulative_suspected_cases__daily,DRC,131
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Aru,3
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Aungba,6
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Bambu,14
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Beni,20
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Bunia,304
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Butembo,29
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Damas,4
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Drodro,1
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Fataki,1
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Gety,1
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Goma,1
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Kalunguta,2
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Kambala,1
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Katwa,32
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Kilo,7
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Komanda,13
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Kyondo,3
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Lita,26
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Logo,5
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Mabalako,1
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Mambasa,2
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Mangala,17
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Masereka,1
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Mongbwalu,241
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Musienene,2
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,NA,17
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Nia Nia,5
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Nizi,30
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Nyankunde,86
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Oicha,3
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Rimba,3
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Rwampara,225
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Tchomia,8
2026-06-23,insp_sitrep__cumulative_confirmed_cases__daily,Vuhovi,1
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Aru,1
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Aungba,2
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Bambu,2
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Beni,12
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Bunia,54
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Butembo,13
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Damas,0
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Drodro,1
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Fataki,0
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Gety,0
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Goma,0
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Kalunguta,1
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Kambala,1
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Katwa,19
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Kilo,1
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Komanda,3
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Kyondo,2
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Lita,6
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Logo,0
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Mabalako,0
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Mambasa,1
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Mangala,8
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Masereka,0
2026-06-23,insp_sitrep__cumulative_confirmed_deaths__daily,Miti Murhesa,1
